name,region_code,state_region_code
Kleinarl,504,5
Großarl,504,5
Hüttschlag,504,5
Schwarzach im Pongau,504,5
St. Veit im Pongau,504,5
Goldegg,504,5
Bad Hofgastein,504,5
Dorfgastein,504,5
Bad Gastein,504,5
Böckstein,504,5
Mandling,504,5
Tweng,505,5
Mauterndorf,505,5
Mariapfarr,505,5
St. Andrä im Lungau,505,5
Weißpriach,505,5
Göriach,505,5
Lessach,505,5
Tamsweg,505,5
St. Margarethen im Lungau,505,5
St. Michael im Lungau,505,5
Muhr,505,5
Zederhaus,505,5
Unternberg,505,5
Ramingstein,505,5
Thomatal,505,5
Predlitz,505,5
Lofer,506,5
Unken,506,5
St. Martin bei Lofer,506,5
Weißbach bei Lofer,506,5
Lend,506,5
Dienten am Hochkönig,506,5
Taxenbach,506,5
Rauris,506,5
Gries,506,5
Bruck an der Großglocknerstraße,506,5
Fusch an der Glocknerstraße,506,5
Zell am See,506,5
Kaprun,506,5
Piesendorf,506,5
Niedernsill,506,5
Uttendorf,506,5
Stuhlfelden,506,5
Mittersill,506,5
Hollersbach im Pinzgau,506,5
Mühlbach,506,5
Bramberg am Wildkogel,506,5
Neukirchen am Großvenediger,506,5
Wald im Pinzgau,506,5
Krimml,506,5
Maishofen,506,5
Viehhofen,506,5
Saalbach,506,5
Hinterglemm,506,5
Saalfelden am Steinernen Meer,506,5
Maria Alm am Steinernen Meer,506,5
Leogang,506,5
Graz,601,6
Graz-Liebenau,601,6
Graz-St. Peter,601,6
Graz-Kroisbach,601,6
Graz-Neuhart,601,6
Lannach,603,6
St. Josef Weststeiermark,603,6
Preding,603,6
Stainz,603,6
St. Stefan ob Stainz,603,6
Wettmannstätten,603,6
Groß St. Florian,603,6
Frauental an der Laßnitz,603,6
Bad Gams,603,6
Deutschlandsberg,603,6
Schwanberg,603,6
St. Peter im Sulmtal,603,6
St. Martin im Sulmtal,603,6
Pölfing-Brunn,603,6
Wies,603,6
Eibiswald,603,6
St. Oswald ob Eibiswald,603,6
Soboth,603,6
Graz-Mariatrost,606,6
Graz-Andritz,606,6
Graz-St. Veit,606,6
Graz-Ragnitz,606,6
Graz-Gösting,606,6
Graz-Wetzelsdorf,606,6
Graz-Straßgang,606,6
Graz-Puntigam,606,6
St. Radegund bei Graz,606,6
Kumberg,606,6
Eggersdorf bei Graz,606,6
Hausmannstätten,606,6
Fernitz,606,6
Feldkirchen bei Graz,606,6
Raaba,606,6
Hart bei Graz,606,6
Vasoldsberg,606,6
Gössendorf,606,6
Gratkorn,606,6
Semriach,606,6
Rein,606,6
Judendorf-Straßengel,606,6
Gratwein,606,6
St. Oswald bei Plankenwarth,606,6
Stübing,606,6
Peggau,606,6
Deutschfeistritz,606,6
Waldstein,606,6
Übelbach,606,6
Frohnleiten,606,6
Unterpremstätten,606,6
Wundschuh,606,6
Dobl,606,6
Tobelbad,606,6
Hitzendorf,606,6
Geistthal,606,6
Laßnitzhöhe,606,6
Nestelbach bei Graz,606,6
St. Marein bei Graz,606,6
Kalsdorf bei Graz,606,6
Werndorf,606,6
Lieboch,606,6
Heiligenkreuz am Waasen,610,6
Lebring,610,6
Wildon,610,6
Hengsberg,610,6
Allerheiligen bei Wildon,610,6
St. Georgen an der Stiefing,610,6
Wolfsberg im Schwarzautal,610,6
St. Nikolai ob Draßling,610,6
St. Veit am Vogau,610,6
Gabersdorf,610,6
Leibnitz,610,6
Gralla,610,6
Tillmitsch,610,6
Wagna,610,6
Fresing,610,6
Kitzeck im Sausal,610,6
Gleinstätten,610,6
St. Andrä im Sausal,610,6
Heimschuh,610,6
Großklein,610,6
St. Johann im Saggautal,610,6
Arnfels,610,6
Oberhaag,610,6
Ehrenhausen,610,6
Gamlitz,610,6
Leutschach,610,6
Straß in Steiermark,610,6
Weinburg am Saßbach,610,6
St. Nikolai im Sausal,610,6
Leoben,611,6
Niklasdorf,611,6
St. Stefan ob Leoben,611,6
Kraubath an der Mur,611,6
St. Michael in Obersteiermark,611,6
Timmersdorf,611,6
Kammern im Liesingtal,611,6
Mautern in Steiermark,611,6
Kalwang,611,6
Wald am Schoberpaß,611,6
Eisenerz,611,6
St. Peter-Freienstein,611,6
Trofaiach,611,6
Vordernberg,611,6
Radmer,611,6
Hieflau,611,6
Treglwang,612,6
Gaishorn am See,612,6
Trieben,612,6
Rottenmann,612,6
Selzthal,612,6
Lassing,612,6
Ardning,612,6
Admont,612,6
Johnsbach,612,6
Weng,612,6
Lainbach,612,6
Gams bei Hieflau,612,6
Palfau,612,6
Wildalpen,612,6
Landl,612,6
Weißenbach an der Enns,612,6
St. Gallen,612,6
Altenmarkt bei St. Gallen,612,6
Liezen,612,6
Wörschach,612,6
Aigen im Ennstal,612,6
Stainach,612,6
Trautenfels,612,6
Irdning,612,6
Donnersbach,612,6
St. Martin am Grimming,612,6
Öblarn,612,6
Stein an der Enns,612,6
Gröbming,612,6
Pruggern,612,6
Aich-Assach,612,6
Haus,612,6
Schladming,612,6
Rohrmoos-Untertal,612,6
Ramsau,612,6
Pichl,612,6
Tauplitz,612,6
Bad Mitterndorf,612,6
Kainisch,612,6
Bad Aussee,612,6
Altaussee,612,6
Grundlsee,612,6
Scheifling,614,6
Mariahof,614,6
St. Lambrecht,614,6
Neumarkt in Steiermark,614,6
Mühlen,614,6
Niederwölz,614,6
Oberwölz,614,6
Teufenbach,614,6
Frojach,614,6
Katsch an der Mur,614,6
St. Peter am Kammersberg,614,6
Schöder,614,6
Murau,614,6
Stolzalpe,614,6
Ranten,614,6
Krakaudorf,614,6
St. Georgen ob Murau,614,6
Stadl an der Mur,614,6
Turrach,614,6
Wildbad Einöd,614,6
Stallhofen,616,6
Söding,616,6
Mooskirchen,616,6
Ligist,616,6
Krottendorf-Gaisfeld,616,6
St. Johann ob Hohenburg,616,6
Voitsberg,616,6
Bärnbach,616,6
Kainach bei Voitsberg,616,6
Köflach,616,6
Rosental an der Kainach,616,6
Edelschrott,616,6
Hirschegg,616,6
Maria Lankowitz,616,6
Graden,616,6
Weiz,617,6
Passail,617,6
Fladnitz an der Teichalm,617,6
St. Kathrein am Offenegg,617,6
Heilbrunn,617,6
St. Ruprecht an der Raab,617,6
Puch bei Weiz,617,6
Floing,617,6
Anger,617,6
Birkfeld,617,6
Koglhof,617,6
Strallegg,617,6
Gleisdorf,617,6
Ilztal,617,6
Pischelsdorf am Kulm,617,6
Sinabelkirchen,617,6
Markt Hartmannsdorf,617,6
St. Margarethen an der Raab,617,6
Gasen,617,6
Fischbach,617,6
Alpl,617,6
St. Kathrein am Hauenstein,617,6
Ratten,617,6
Rettenegg,617,6
Salla,620,6
St. Lorenzen bei Knittelfeld,620,6
Knittelfeld,620,6
Kobenz,620,6
Spielberg,620,6
Bischoffeld,620,6
Seckau,620,6
St. Marein bei Knittelfeld,620,6
Großlobming,620,6
Zeltweg,620,6
Weißkirchen in Steiermark,620,6
Obdach,620,6
Judenburg,620,6
Fohnsdorf,620,6
Thalheim,620,6
St. Peter ob Judenburg,620,6
St. Georgen ob Judenburg,620,6
Pöls,620,6
Oberzeiring,620,6
Möderbrugg,620,6
Pusterwald,620,6
St. Johann am Tauern,620,6
Hohentauern,620,6
Unzmarkt,620,6
Langau,621,6
Prein an der Rax,621,6
Mixnitz,621,6
Pernegg an der Mur,621,6
Bruck an der Mur,621,6
Kapfenberg,621,6
St. Katharein an der Laming,621,6
Tragöß-Oberort,621,6
Breitenau,621,6
Thörl,621,6
Etmißl,621,6
Aflenz Kurort,621,6
Au,621,6
Turnau,621,6
Mariazell,621,6
Gußwerk,621,6
Wegscheid,621,6
Gollrad,621,6
Seewiesen,621,6
St. Marein im Mürztal,621,6
St. Lorenzen im Mürztal,621,6
Allerheiligen im Mürztal,621,6
Mürzhofen,621,6
Kindberg,621,6
Kindberg-Aumühl,621,6
Stanz im Mürztal,621,6
Wartberg im Mürztal,621,6
Mitterdorf im Mürztal,621,6
Dorf Veitsch,621,6
Großveitsch,621,6
Langenwang,621,6
Krieglach,621,6
Mürzzuschlag,621,6
Mürzzuschlag-Hönigsberg,621,6
Spital am Semmering,621,6
Steinhaus am Semmering,621,6
Kapellen,621,6
Neuberg an der Mürz,621,6
Mürzsteg,621,6
Hirnsdorf,622,6
St. Johann bei Herberstein,622,6
Stubenberg am See,622,6
Kaindorf bei Hartberg,622,6
Pöllau bei Hartberg,622,6
Hartberg,622,6
Grafendorf bei Hartberg,622,6
Lafnitz,622,6
Rohrbach an der Lafnitz,622,6
Friedberg,622,6
Dechantskirchen,622,6
St. Lorenzen am Wechsel,622,6
Pinggau,622,6
Schäffern,622,6
Vorau,622,6
Bruck an der Lafnitz,622,6
Mönichwald,622,6
Waldbach,622,6
Wenigzell,622,6
St. Jakob,622,6
Ilz,622,6
Großwilfersdorf,622,6
Hainersdorf,622,6
Großsteinbach,622,6
Bad Waltersdorf,622,6
Sebersdorf,622,6
Ebersdorf,622,6
Buch,622,6
Fürstenfeld,622,6
Loipersdorf bei Fürstenfeld,622,6
Bad Blumau,622,6
Unterrohr,622,6
St. Johann in der Haide,622,6
Ottendorf an der Rittschein,622,6
Söchau,622,6
Kirchbach in Steiermark,623,6
St. Stefan im Rosental,623,6
Jagerberg,623,6
Mettersdorf am Saßbach,623,6
St. Peter am Ottersbach,623,6
Breitenfeld an der Rittschein,623,6
Studenzen,623,6
Kirchberg an der Raab,623,6
Feldbach,623,6
Edelsbach bei Feldbach,623,6
Riegersburg,623,6
Lödersdorf,623,6
Paldau,623,6
Gnas,623,6
Trautmannsdorf in Oststeiermark,623,6
Bad Gleichenberg,623,6
Straden,623,6
Fehring,623,6
Unterlamm,623,6
Kapfenstein,623,6
St. Anna am Aigen,623,6
Tieschen,623,6
Hatzendorf,623,6
Spielfeld,623,6
Weitersfeld an der Mur,623,6
Mureck,623,6
Deutsch Goritz,623,6
Unterpurkla,623,6
Bad Radkersburg,623,6
Halbenrain,623,6
Klöch,623,6
Innsbruck,701,7
Innsbruck-Igls,701,7
Haiming,702,7
Roppen,702,7
Ötztal Bahnhof,702,7
Sautens,702,7
Oetz,702,7
Umhausen,702,7
Längenfeld,702,7
Sölden,702,7
Hochsölden,702,7
Obergurgl,702,7
Vent,702,7
Imst,702,7
Karres,702,7
Karrösten,702,7
Tarrenz,702,7
Nassereith,702,7
Arzl im Pitztal,702,7
Wenns,702,7
Jerzens,702,7
St. Leonhard im Pitztal,702,7
Imsterberg,702,7
Mils,702,7
Kühtai,702,7
Mieming,702,7
Obsteig,702,7
Rietz,702,7
Stams,702,7
Mötz,702,7
Silz,702,7
Hall in Tirol,703,7
Rum,703,7
Thaur,703,7
Absam,703,7
Mils,703,7
Gnadenwald,703,7
Ampass,703,7
Aldrans,703,7
Lans,703,7
Sistrans,703,7
Rinn,703,7
Tulfes,703,7
Patsch,703,7
Ellbögen,703,7
Götzens,703,7
Birgitz,703,7
Axams,703,7
Grinzens,703,7
Seefeld in Tirol,703,7
Reith bei Seefeld,703,7
Leutasch,703,7
Scharnitz,703,7
Volders,703,7
Wattens,703,7
Wattenberg,703,7
Kolsass,703,7
Kolsassberg,703,7
Baumkirchen,703,7
Fritzens,703,7
Schönberg im Stubaital,703,7
Mieders,703,7
Matrei am Brenner,703,7
Navis,703,7
Steinach am Brenner,703,7
Trins,703,7
St. Jodok am Brenner,703,7
Gries am Brenner,703,7
Obernberg am Brenner,703,7
Natters,703,7
Mutters,703,7
Telfes im Stubai,703,7
Fulpmes,703,7
Neustift im Stubaital,703,7
Zirl,703,7
Oberperfuss,703,7
Kematen in Tirol,703,7
Völs,703,7
Unterperfuss,703,7
Ranggen,703,7
Sellrain,703,7
Gries im Sellrain,703,7
St. Sigmund,703,7
Inzing,703,7
Hatting,703,7
Flaurling,703,7
Polling,703,7
Pfaffenhofen,703,7
Oberhofen im Inntal,703,7
Pettnau,703,7
Telfs,703,7
Wildermieming,703,7
Itter,704,7
Wildschönau-Niederau,704,7
Kössen,704,7
Going am Wilden Kaiser,704,7
Hopfgarten,704,7
Westendorf,704,7
Brixen im Thale,704,7
Kirchberg in Tirol,704,7
Kitzbühel,704,7
Aurach,704,7
Oberndorf in Tirol,704,7
Jochberg,704,7
St. Johann in Tirol,704,7
Kirchdorf in Tirol,704,7
Erpfendorf,704,7
Waidring,704,7
Schwendt,704,7
Fieberbrunn,704,7
St. Jakob in Haus,704,7
St. Ulrich am Pillersee,704,7
Hochfilzen,704,7
Brixlegg,705,7
Münster,705,7
Kramsach,705,7
Brandenberg,705,7
Reith im Alpbachtal,705,7
Alpbach,705,7
Rattenberg,705,7
Radfeld,705,7
Kundl,705,7
Breitenbach am Inn,705,7
Wörgl,705,7
Söll,705,7
Wildschönau-Oberau,705,7
Wildschönau-Auffach,705,7
Angerberg,705,7
Angath,705,7
Kirchbichl,705,7
Bad Häring,705,7
Mariastein,705,7
Kufstein,705,7
Schwoich,705,7
Thiersee,705,7
Langkampfen,705,7
Ebbs,705,7
Niederndorf,705,7
Erl,705,7
Walchsee,705,7
Niederndorferberg,705,7
Rettenschöss,705,7
Scheffau am Wilden Kaiser,705,7
Ellmau,705,7
Schönwies,706,7
Landeck,706,7
Zams,706,7
Fließ,706,7
Prutz,706,7
Feichten im Kaunertal,706,7
Faggen,706,7
Kauns,706,7
Kaunerberg,706,7
Fendels,706,7
Ried im Oberinntal,706,7
Ladis,706,7
Fiss,706,7
Serfaus,706,7
Tösens,706,7
Pfunds,706,7
Nauders,706,7
Spiss,706,7
Pians,706,7
Tobadill,706,7
See,706,7
Kappl,706,7
Ischgl,706,7
Mathon,706,7
Galtür,706,7
Strengen,706,7
Flirsch,706,7
Pettneu am Arlberg,706,7
St. Anton am Arlberg,706,7
Grins,706,7
Nikolsdorf,707,7
Lienz,707,7
Oberlienz,707,7
Thurn,707,7
Gaimberg,707,7
Lavant,707,7
Tristach,707,7
Amlach,707,7
Leisach,707,7
Assling,707,7
Anras,707,7
Abfaltersbach,707,7
Strassen,707,7
Heinfels,707,7
Sillian,707,7
Außervillgraten,707,7
Innervillgraten,707,7
Kartitsch,707,7
Obertilliach,707,7
Untertilliach,707,7
Ainet,707,7
St. Johann im Walde,707,7
Schlaiten,707,7
Hopfgarten in Defereggen,707,7
St. Veit in Defereggen,707,7
St. Jakob in Defereggen,707,7
Matrei in Osttirol,707,7
Virgen,707,7
Prägraten,707,7
Kals,707,7
Nußdorf-Debant,707,7
Dölsach,707,7
Iselsberg-Stronach,707,7
Reutte,708,7
Höfen,708,7
Wängle,708,7
Heiterwang,708,7
Bichlbach,708,7
Berwang,708,7
Namlos,708,7
Lermoos,708,7
Ehrwald,708,7
Biberwier,708,7
Stanzach,708,7
Elmen,708,7
Vorderhornbach,708,7
Hinterhornbach,708,7
Pfafflar,708,7
Gramais,708,7
Häselgehr,708,7
Elbigenalp,708,7
Bach,708,7
Holzgau,708,7
Steeg,708,7
Forchach,708,7
Weißenbach am Lech,708,7
Nesselwängle,708,7
Grän,708,7
Tannheim,708,7
Schattwald,708,7
Vils,708,7
Jungholz,708,7
Weer,709,7
Terfens,709,7
Schwaz,709,7
Weerberg,709,7
Vomp,709,7
Stans,709,7
Pill,709,7
Jenbach,709,7
Wiesing,709,7
Maurach,709,7
Pertisau,709,7
Achenkirch,709,7
Buch in Tirol,709,7
Gallzein,709,7
Bruck am Ziller,709,7
Strass im Zillertal,709,7
Schlitters,709,7
Fügen,709,7
Fügenberg,709,7
Hart im Zillertal,709,7
Uderns,709,7
Kaltenbach,709,7
Ried im Zillertal,709,7
Aschau,709,7
Stumm,709,7
Stummerberg,709,7
Zellberg,709,7
Hainzenberg,709,7
Zell am Ziller,709,7
Gerlos,709,7
Hippach,709,7
Ramsau im Zillertal,709,7
Mayrhofen,709,7
Finkenberg,709,7
Tux,709,7
Hintertux,709,7
Ginzling,709,7
Bludenz,801,8
Bürs,801,8
Bürserberg,801,8
Brand,801,8
Nenzing,801,8
Thüringen,801,8
Ludesch,801,8
Nüziders,801,8
Bludesch,801,8
Thüringerberg,801,8
St. Gerold,801,8
Blons,801,8
Sonntag,801,8
Fontanella,801,8
Raggal,801,8
Braz,801,8
Dalaas,801,8
Klösterle,801,8
Stuben,801,8
Zürs,801,8
Lech,801,8
St. Anton im Montafon,801,8
Vandans,801,8
Tschagguns,801,8
Schruns,801,8
Bartholomäberg,801,8
Silbertal,801,8
Gargellen,801,8
St. Gallenkirch,801,8
Gaschurn,801,8
Partenen,801,8
Warth,802,8
Schwarzach,802,8
Alberschwende,802,8
Egg,802,8
Andelsbuch,802,8
Schwarzenberg,802,8
Bezau,802,8
Bizau,802,8
Mellau,802,8
Schnepfau,802,8
Au,802,8
Damüls,802,8
Schoppernau,802,8
Schröcken,802,8
Bregenz,802,8
Lochau,802,8
Hörbranz,802,8
Hohenweiler,802,8
Kennelbach,802,8
Wolfurt,802,8
Lauterach,802,8
Langen bei Bregenz,802,8
Doren,802,8
Sulzberg,802,8
Langenegg,802,8
Krumbach,802,8
Riefensberg,802,8
Lingenau,802,8
Hittisau,802,8
Wolfurt-Bahnhof,802,8
Hard,802,8
Fußach,802,8
Höchst,802,8
Gaißau,802,8
Riezlern,802,8
Hirschegg,802,8
Mittelberg,802,8
Hohenems,803,8
Dornbirn,803,8
Lustenau,803,8
Feldkirch,804,8
Göfis,804,8
Meiningen,804,8
Frastanz,804,8
Satteins,804,8
Schlins,804,8
Rankweil,804,8
Sulz-Röthis,804,8
Klaus-Weiler,804,8
Übersaxen,804,8
Zwischenwasser,804,8
Viktorsberg,804,8
Weiler,804,8
Götzis,804,8
Mäder,804,8
Koblach,804,8
Altach,804,8
Wien,901,9
Wien,902,9
Wien,903,9
Wien,904,9
Wien,905,9
Wien,906,9
Wien,907,9
Wien,908,9
Wien,909,9
Wien,910,9
Wien,911,9
Wien,912,9
Wien,913,9
Wien,914,9
Wien,915,9
Wien,916,9
Wien,917,9
Wien,918,9
Wien,919,9
Wien,920,9
Wien,921,9
Wien,922,9
Wien,923,9
