station_id,name,address,postal_code,city,latitude,longitude
166,OMV - Klagenfurt Völkermarkter Straße 272,Voelkermarkter Strasse 272,9020,Klagenfurt,46.62956,14.35681
171,OMV - Ansfelden Traunuferstraße 108,Traunuferstrasse 108,4052,Ansfelden,48.21607,14.27936
172,OMV - Attnang-Puchheim Salzburger Straße 91,Salzburger Strasse 91,4800,Attnang-Puchheim,48.00541,13.70937
175,avanti - Kufstein Schubertstraße 20,Schubertstrasse 20,6330,Kufstein,47.58636,12.16222
177,OMV - Wels Eisenfeldstraße 2,Eisenfeldstrasse 2,4600,Wels,48.16575,14.0391
181,OMV - Schwarzach Salzburger Straße 52,Salzburger Strasse 52,5620,Schwarzach,47.32019,13.14384
182,OMV - Salzburg Alpenstraße 106,Alpenstrasse 106,5020,Salzburg,47.77622,13.06826
187,avanti - Kirchdorf in Tirol Innsbrucker Straße 51,Innsbrucker Strasse 51,6383,Kirchdorf in Tirol,47.54417,12.44904
228,OMV - Gmunden Bahnhofstraße 42,Bahnhofstrasse 42,4810,Gmunden,47.92428,13.78782
234,avanti - Wien Wagramer Straße 179,Wagramer Strasse 179,1210,Wien,48.25964,16.45031
257,OMV - Dobl (Kaiserwald) Autobahn A2 (Südautobahn) KM 190,Autobahn A2 (Suedautobahn) KM 190,8143,Dobl (Kaiserwald),46.95939,15.38155
259,OMV - Oberwart Grazer Straße 123,Grazer Strasse 123,7400,Oberwart,47.28297,16.18523
276,OMV - Obertrum Salzburger Straße 2,Salzburger Strasse 2,5162,Obertrum,47.93554,13.08069
284,OMV - Linz Hafenstraße 8,Hafenstrasse 8,4020,Linz,48.31554,14.30166
334,OMV - Wien Sterngasse 13,Sterngasse 13,1230,Wien,48.14891,16.33836
355,OMV - Villach Maria-Gailer-Straße 53,Maria-Gailer-Strasse 53,9500,Villach,46.60434,13.87092
361,OMV - Lienz Tiroler Straße 10,Tiroler Strasse  10,9900,Lienz,46.83095,12.77553
374,OMV - Weiden am See Parz. Nr. 2164 17-18,Parz. Nr. 2164 17-18,7100,Weiden am See,47.9375,16.85532
380,OMV - Schwaz Münchner Straße 24,Muenchner Strasse 24,6130,Schwaz,47.35044,11.70603
391,OMV - Strasshof Hauptstraße 119,Hauptstrasse 119,2231,Strasshof,48.31458,16.6256
410,OMV - Golling an der Salzach Autobahn Golling Ost 31,Autobahn Golling Ost 31,5440,Golling an der Salzach,47.58396,13.1575
450,OMV - Wolfsberg Klagenfurter Straße 16,Klagenfurter Strasse 16,9400,Wolfsberg,46.82775,14.83911
453,avanti - Alkoven Strass 16,Strass 16,4072,Alkoven,48.28792,14.07613
457,avanti - Marchtrenk Welser Straße 53,Welser Strasse 53,4614,Marchtrenk,48.18954,14.09827
459,avanti - Thalgau Salzburger Straße 49,Salzburger Strasse 49,5303,Thalgau,47.84126,13.24865
461,OMV - Asten An der Bundesstraße 1 ca.1KM,An der Bundesstrasse 1 ca.1KM,4481,Asten,48.22243,14.40833
462,avanti - Linz Unionstraße 71a,Unionstrasse 71a,4020,Linz,48.28312,14.28828
482,OMV - Stockerau Autobahn A 22,Autobahn A 22 ,2000,Stockerau,48.38086,16.20408
488,OMV - Graz Straßganger Straße 436,Strassganger Strasse 436,8054,Graz,47.03326,15.39896
495,OMV - Braunau Salzburger Straße 99,Salzburger Strasse 99,5280,Braunau,48.24673,13.0403
1109,JVG JOHANNA - GARAGE GmbH,Johannagasse 28,1050,Wien,48.1854701,16.3473292
1111, Tankstelle Braunstingl,Drasenhofen 330,2165,Drasenhofen,48.7510538,16.6487938
1116,Treibstoffparadies,Grazerstraße 2,8522,Gr. St. Florian,46.8242704,15.3179707
1135,NNB BRUNNENTANKSTELLE,Brunnengasse 4,1160,WIEN,48.20462,16.334813
1141,Eybel GmbH BP Tankstelle,Aibl 72,8552,Eibiswald,46.681729,15.229776
1146,Heppner & Oberndorfer Bedienungstankstelle,Lastenstraße 11,4623,Gunskirchen,48.1323355,13.944564
2061,"PINK - so pink, so clever",Reitingerstrasse 1,4641,Steinhaus,48.1039304,14.0397516
2070,freie Tankstelle,Hirschegg 50,8584,Hirschegg,47.0201138,14.9572875
2075,"Autohaus Trummer, freie Tankstelle",Gnas 120,8342,Gnas,46.8706748,15.8259354
2086,Tankstelle Pein Susanne GmbH,Grazerstrasse 55,8480,Mureck,46.7063947,15.7597657
2098,Deine Tankstelle,Égelsdorf 14,8261,Sinabelkirchen,47.1208582,15.8132125
3059,TURMÖL,Bundesstraße 50,7373,Piringsdorf,47.4482398,16.4176861
3063,Karl Scheuch,"Ludwigsdorf, 23",3311,Zeillern,48.1190025,14.8063772
3071,Gutmann ENI Tankstelle,Fürstenweg 87,6020,Innsbruck,47.2622324066577,11.3727536634174
3080,Gutmann ENI Tankstelle,Sellrainer Straße 2,6175,Kematen,47.2623643,11.2637622
3081,Gutmann ENI Tankstelle,Bundesstraße 14,6068,Mils,47.2813456,11.5340622
3085,Gutmann ENI Tankstelle,Ambergstraße 40,6430,Ötztal ,47.2316892,10.8531181
3088,Gutmann ENI Tankstelle,Gewerbestraße 2,6522,Prutz,47.0914553,10.6671344
3093,Gutmann ENI Tankstelle,Industriestraße 12,6134,Vomp,47.3510889,11.7004781
4050,Gutmann ENI Tankstelle+TANKAUTOMAT,Bahnhofstraße 11,6372,Oberndorf,47.4964984,12.3882226
4051,Gutmann ENI Tankstelle,Gutenbergstraße 6,6858,Schwarzach,47.440047,9.756718
4073,Freie Tankstelle,Dr. Hans Bachmannstrasse 51a,6250,Kundl,47.4733396,11.9790487
4092,Shell,Dorfstraße 2,6450,Sölden,46.9757145,11.0111102
4101,Turmöl Quick,Millstätterstraße 21,9545,Radenthein,46.7983963,13.6962295
4104,Turmöl Quick,Triglavstraße 1,9500,Villach,46.5939688,13.8435871
4114,,Halleiner Landesstraße 30,5061,Elsbethen,47.7548456,13.0872532
4131,Freie Tankstelle,Els 30,3613,Els 30,48.4443299,15.3725413
4158,Disk,Hauptstraße 18,6511,Zams,47.1541793,10.5844558
4302,Stöckl,Mariasdorf 51,7433,Mariasdorf,47.363316,16.2407267
4303,Turmöl Sauseng Fasslberg,Weizerstraße 4,8044,Weinitzen,47.1404883,15.5238693
4305,Tankstelle Röck,Tankstelle Röck RADOCHEN 61,8484,UNTERPURKLA,46.7640327,15.9011284
4306,Diskont Gras,Bundesstraße 24,2851,Krumbach,47.5197166,16.1928661
4311,TURMÖL powered by boesch energy,Hernalser Hauptstrasse 173-175,1170,Wien,48.2231967,16.3157915
4313,TURMÖL powered by boesch energy,Baldiagasse 14a,1160,Wien,48.215105,16.3244884
4327,Diskont Tankstelle,"Malvenstrasse 3 (""Hofer-Parkplatz"")",4600,Wels West,48.1433978,13.9709846
4330,Hausberger Nahversorgung,Hiesbach 95,3365,Allhartsberg,48.028834,14.838248
4340,Diskont Tankstelle,"Bundesstrasse 23 (""Hofer-Parkplatz"")",5600,St. Johann,47.3569941,13.1971638
4342,Diskont Tankstelle,"Hermann-Gmeiner-Strasse 14 (""Hofer-Parkplatz"")",9990,Nussdorf,46.8275812,12.8150528
4343,Diskont Tankstelle,"St. Anna Weg 23  (""Hofer-Parkplatz"")",6830,Rankweil,47.2726837,9.6079338
4344,Diskont Tankstelle,"Gmeinstrasse 4 (""Hofer-Parkplatz"")",8055,Graz,47.0298178,15.4381637
4348,eni,Floragasse 7a,1040,Wien,48.1943861,16.3680232
4359,Tanke Blaguss,Wiener Straße 26,7350,Oberpullendorf,47.5086025,16.5037784
4368,O-Tank,Haupstrasse 23,7032,Sigless,47.7744266,16.3943503
4385,iQ,Kammerbach 36,3683,Yspertal,48.3313114,15.0615705
4405,Diskont Tankstelle,"Ossiacher see strasse (""Hofer""-Parkplatz)",9521,Treffen,46.652264,13.874552
4408,ENI,Mureckerstrasse 31,8083,St .Stefan/R,46.9010157,15.7137303
4427,PETERSCHELKA Diskont Bedienungstankstelle,Bahnstrasse 2,2214,Auersthal,48.3712274,16.641593
5093,Turmöl Tankstelle,Margaretenstrasse 28,1040,Wien,48.1962250998788,16.3648216561744
6052,Turmöl,Grazerstraße 23,8644,Mürzhofen,47.4831657,15.3932053
6066,ENI AUSTRIA,wilfersdorf 104,8200,gleisdorf,47.1051531,15.6766397
6070,TANKEnergie Ringgarage,Untere Viaduktgasse 47-49,1030,Wien,48.2066605,16.3873229
6074,Turmöl-Tankstelle beim Interspar,Industriezeile 78,4020,Linz,48.3004302,14.3206244
6075,Turmöl-Tankstelle Welserstr. 54,Welserstr. 54,4614,Marchtrenk,48.1900558693538,14.099838002891
6083,Turmöl Quick,Währinger Gürtel 116,1090,Wien,48.2266238,16.3504673
6093,Lagerhaus Altmünster,Großalmstraße 24,4813,Altmünster,47.887313,13.760194
6117,"BELLINGER, freie Tankstelle",Unterschwendt 46,6385,Schwendt bei Kössen,47.6481,12.4044
6143,Genol Landring: Additiv -B0 Diesel ,Stubenberg 68,8223,Stubenberg,47.238369,15.797347
6151,Turmöl,Bundesstraße 1,7503,Jabing,47.24862,16.2948446
6160,M&S Brennstoffhandels GmbH,Mariazellerstr. 110,8624,Au bei Turnau,47.5720344,15.31411
6162,Schwaighofer Johann,Schattau 70,5442,Rußbach,47.5891118,13.4641191
6174,TROPPER-GRINSCHGL - KFZ-Prüffstelle,Kronnersdorf 16,8345,Straden,46.8054956,15.8500188
6176,FILLUP 24 h - 5500,Molkereistraße 10,5500,Bischofshofen,47.4132863025724,13.2183000160912
6210,Pamer GmbH,Wirtschaftsweg 2,2424,Zurndorf,47.9839221,17.0054015
6211,Lagerhaus-Genol,Bundesstraße 29,7093,Jois,47.9649077,16.7972276
6217,Lagerhaus-Genol,Triftstraße 24,7121,Weiden,47.9276196,16.874917
6221,Lagerhaus-Genol,Weinberggasse 1,7141,Podersdorf,47.8565454,16.8368875
6225,Lagerhaus-Genol,Andauerstraße 1,7131,Halbturn,47.8702538,16.9760281
6226,Lagerhaus-Genol,Rübenplatz 1,7161,St Andrae,47.7806754,16.9475997
6228,Lagerhaus-Genol,Lagerplatz 2,7162,Tadten,47.7637837,16.9905274
6232,Lagerhaus-Genol,Bahnstraße 115,7151,Wallern,47.7351682,16.9296436
6243,i-diskont Menhart - Tankstelle mit Bedienung,Untere Landstraße 288,3511,Furth/G.,48.3769549,15.6103479
6325,Walter,Unterauersbach 8,8342,Unterauersbach,46.86577,15.77547
6351,Land lebt auf,Ökodorfstraße 2,3384,Groß Sierning,48.194358,15.461712
6368,Salchenegger,Leopersdorf 21,8650,Kindberg,47.493491,15.428084
6397,GENOL - Lagerhaus,Bahnstraße 21,2563,Pottenstein,47.963018,16.0883929
6399,GENOL - Lagerhaus,Neusiedlerstraße 4,2763,Pernitz,47.8942212,15.9548225
6405,GENOL - Lagerhaus,Winzerstraße 382,2722,Winzendorf,47.8129554,16.1124555
6407,Freie Tankstelle Nockenstein,Wolfgangseestraße 35,5023,Koppl,47.8203145,13.1112882
6408,GENOL - Lagerhaus,Lokalbahnstraße 13,2620,Neunkirchen,47.7248325,16.0828276
6412,GENOL - Lagerhaus,Sägemühle 2,2851,Krumbach,47.5032608,16.2044289
6422,GENOL - Lagerhaus,Ofenbachstraße,2821,Lanzenkirchen,47.742137,16.240472
6441,Torrefina Gmbh.,Schottenfeldgasse 94,1070,Wien,48.2071479,16.343487
6444,GENOL - Lagerhaus,Wienerstraße 95a,2700,Wr. Neustadt,47.8296057,16.2439872
6453,GENOL - Lagerhaus,Lagerhausstraße 1,2842,Thomasberg,47.6028673,16.1186639
6475,KFZ SIMON  -  Pinkafeld,Wienerstraße 72,7423,Pinkafeld,47.381353,16.120446
6607,Diesel-Klösch,Mostbauerstrasse 3,8530,Deutschlandsberg,46.8271642,15.2361085
6612,ENI,Dorf 23d,6210,Wiesing,47.4034807,11.8032194
6626,ENI,Wiener Strasse 28-30,7442,Lockenhaus,47.4104932,16.4151537
6631,Tankstelle Pein Susanne GmbH,Halbenrain 65,8492,Halbenrain,46.720916,15.9515928
6637,Eni Service Station,Mattseer Landesstr. 4,5161,Elixhausen,47.8596157,13.059111
6661,Toms Kfz Teile,Wildendürnbach 110,2164,Wildendürnbach,48.756557,16.501615
6664,Diskont-Tankstelle,Hauptstraße 121,7022,Schattendorf,47.712072,16.512151
6673,Beiskammer,Kirchham 18,4656,Kirchham,47.9718766,13.8992497
6684,Genol LGH Waldhausen_(-TKK Abschlag),Markt 94,4391,Waldhausen,48.2722,14.9508179
7558,Lagerhaus,Bahnstrasse 3,9330,Treibach/Althofen,46.8654084,14.4650033
7569,Tankstelle Lichtenegg,Hauptstraße 13,2813,Lichtenegg,47.600766,16.196637
7586,Landestankstelle Rdf. Partner Luisser,Grazer Straße 34,7571,Rudersdorf,47.055172,16.1089281
7588,IQ-Tankstelle,Texing 15,3242,Texing,48.0481119,15.3226548
7593,Tankstelle Schaller,Bergwerkstraße 33,6130,Schwaz,47.3596855,11.7227999
7611,TK Tankstellen GmbH,Bremschlstrasse 37,6706,Bürs,47.1478021,9.8192284
7620,Loacker Tours GmbH (Diesel + Super95),Bundesstraße 17,6842,Koblach,47.323657,9.6285154
7622,Lagerhaus,Industriestrasse 3,9524,Villach/St.Magdalen,46.6167792,13.8792305
7623,Diskont Mold,Zwettler Strasse 17,3542,Gföhl,48.5172551,15.4870204
7624,Dieselkraftstoff,Kehrgasse 71,8793,Trofaiach,47.419478,15.001466
7632,Bikerschani Discount,Patzmannsdorf 74,2153,Patzmannsdorf,48.6378755,16.2810035
7644,Gruber Diesel,Industriepark 1,8772,Traboch - Timmersdorf,47.3724078,14.9887659
7645,Plose A Oil,Innstrasse 13,6122,Fritzens,47.3012592,11.5923631
7646,TURMÖL,Wolfgangseestr. 21,5330,Fuschl am See,47.7957313,13.304742
7670,DIEWO Diskonttankstelle,Siggstrasse 2,4611,Buchkirchen,48.2260233,14.0280795
7685,Diskonttankstelle Jandl,Dassanowskyweg 12,1220,Wien,48.2660299,16.4620288
7690,Amort Tankstelle,Zugspitzstraße 19,6632,Ehrwald,47.4104444,10.9156661
7691,BP,Alpenstraße 111,5081,Anif,47.7364617,13.0506985
7694,BP,Bundesstraße 2,5600,St. Johann,47.3343734,13.189367
7702,Unser Lagerhaus St. Johann,Bahnhofstraße 28,6380,St. Johann/Tirol,47.5199377,12.4319425
7704,Shell,Mandlingstraße 8,8974,Mandling,47.40410246,13.57432991
7706,LMEnergy Express,Salzachtalbundesstraße 111,5081,Anif,47.7313262,13.0641858
7715,Freie Tankstelle,Hauptstraße 23,4872,Neukirchen a.d.Vöckla,48.041374966167,13.5377759369988
7724,BP,Reichenauer Straße 149,6020,Innsbruck,47.2738154,11.4281608
7727,Geist Transporte,Widum 235,6934,Sulzberg,47.5205385,9.9094319
7730,Geist Transporte,Fahl 125,6934,Sulzberg,47.514998,9.86411
7734,BP,Montafonerstraße 29,6700,Bludenz,47.140981,9.833898
7752,Magistrat Stadt Villach,St. Johanner Straße 20,9500,Villach,46.6113273,13.8330066
7806,Eibl Werner,Gaißau 155,5425,Krispl,47.7120404,13.194849
7812,Vivod GmbH,Laaberstrasse 1,2384,Breitenfurt,48.1381917,16.2038779
7818,Posauner Petrol,Klamm 14A,5621,St. Veit im Pongau,47.2976853,13.081528
7820,car&care Tankstelle Konrad Service-Center,Triester Straße 219,8073,Feldkirchen,46.9938723,15.4548317
7825,Unser Lagerhaus,Duilestr. 20,6020,Innsbruck,47.2533315,11.3942247
7842,Diesel,Lagerhaus Rothenthurn 13,9701,Rothenthurn,46.7606041,13.5803153
7843,eni,Markt Hartmannsdorf 297,8311,Markt Hartmannsdorf,47.05449,15.84083
7854,IQ,Auen 7,8162,Passail,47.282293,15.5142528
7859,KOBRAS ... Mit Personal ...                                                                                                                                                ,Hof 270a,6951,"Lingenau,  ..  SUPER PLUS € 1,770 .. PREISINFOS - PLZ 6991 oder 6886 eingeben, ........... mehr INFOS - ANKLICKEN ...  ",47.4508201,9.9248451
7866,Freie Tankstelle Haselsberger,Stockach 38 ,6306,Söll,47.5169378,12.1971431
27300,Tankstelle Hirschbeck OG,Hauptstrasse 30,7551,Rohr,47.117957,16.164901
27321,BP,Donaufelderstr.91 ,1210,Wien,48.2532979,16.4184148
27322,BP,Erdbergstr 184,1030,Wien,48.1931587,16.4103596
27327,Lagerhaus-Tankstelle 24 h,Industriestrasse 8,5600,St.Johann,47.352315,13.197842
27331,Lagerhaus,Voelkermarkterstrasse 27,9150,Bleiburg,46.5928672,14.7947663
27332,Shell,Güssingerstraße 1,7503,Großpetersdorf,47.2301499,16.3225811
27336,Rickl Mühle,Raggendorfer Straße 1,2221,Groß Schweinbarth,48.4018614,16.6461741
27339,Lagerhaus-Tankstelle 24 h mit Waschportal,Neumarkterstrasse 1,5204,Strasswalchen,47.9568802,13.2352561
27340,Shell Tankstelle,Wiener Bundesstrasse 153,4050,Traun,48.234185,14.23294
27348,IQ Tankstelle,Gadnergasse 12,1110,Wien,48.164827,16.410579
30200,Freie Tankstelle,Wimbergeramt 49,4392,Dorfstetten,48.3289445,14.9800423
30202,Lagerhaus-Tankstelle 24 h mit Waschportal,Gewerbestrasse 3,5322,Hof,47.823327,13.200116
30210,Lagerhaus-Tankstelle 24 h,Pflegerstrasse 26,5082,Grödig,47.755252,13.036523
30215,Lagerhaus-Tankstelle 24 h,Oberer Markt 15,5661,Rauris,47.221419,12.992052
30225,Lagerhaus-Tankstelle 24 h,Grossarl 205,5611,Grossarl,47.2315176,13.1985896
30230,ENI,Grazer Straße 21,8410,Wildon,46.8900838,15.4979414
30231,TAC,Taborstraße 102-108 ,1200,Wien,48.2270659,16.3870746
30238,Lohberger,Ödenburger Straße 14 ,1210,Wien,48.27539596984909,16.397716999053955
30243,BP,Lustenauerstrasse 92,6850,Dornbirn,47.41248,9.7145355
30246,BP,Handelskai 90,1200,Wien,48.2430922,16.3843336
30251,ENI ServiceStation Nemeth,Münchnerstraße 75,6100,Seefeld,47.3351862,11.1935562
30268,eni Hochhauser,Ketzergasse 111,1230,Wien,48.1277241,16.3055531
30292,Eni,Wienerstraße 136,2020,Hollabrunn,48.5491658,16.0790025
33290,Aspöck - Freie Tankstelle,Obeltsham 29,4673,Gaspoltshofen,48.1351055,13.7281924
33291,Diesel-Benzin-Diskont Groiss ,Josef-Jessernigg-Straße 3,2000,Stockerau,48.387907,16.232125
33305,Urschitz,Faakerseestraße 20,9584,Finkenstein,46.5611325,13.9150633
33340,Shell Tankstelle,Naarner Strasse 73,4320,Perg,48.239517,14.626021
33343,Eni Tankstelle,Bundesstrasse 130,2102,Bisamberg,48.332867,16.345122
33348,Shell Tankstelle,Siemensstrasse 105b,1210,Wien,48.266989,16.428849
33352,Shell Tankstelle,Umfahrung-Sued 1,4150,Rohrbach,48.565037,13.985382
33353,Shell Tankstelle,Linzer Strasse 44,4240,Freistadt,48.502303,14.501686
33361,Shell Tankstelle,Hanuschstrasse 128,4020,Linz,48.271603,14.294458
33363,Shell Tankstelle,Reichsstrasse 14,3380,Poechlarn,48.198073,15.222101
33364,Eni Schwanenstadt,Salzburgerstrasse 41,4690,Schwanenstadt,48.048051,13.761766
33366,IQ Tankstelle,Hauptstrasse 36,4551,Ried im Traunkreis,48.025668,14.075224
33370,IQ Tankstelle,Kenading,4761,Enzenkirchen,48.4114,13.6347
33426,ENI Tankstelle,Lanzendorfer Strasse GST 471/1,2481,Achau,48.0907,16.4113
33461,Diesel,"Unser Lagerhaus Fieberbrunn, Rosenegg 31",6391,Fieberbrunn,47.489121,12.527916
33463,Ford-Levak,Halbenrain 13,8492,Halbenrain,46.7226069,15.9474719
33470,Shell,Faschinastraße 198,6721,Thüringerberg,47.2157535,9.7936756
33472,Stadtwerke Leoben,Kerpelystraße 34,8700,Leoben,47.3746958,15.0823166
33475,Shell Liefering,Muenchner Bundesstrasse 137,5020,Salzburg,47.833221,12.998107
33513,Agrotech,Bahnstr. 107,2283,Obersiebenbrunn,48.2464132,16.7000799
33552,Freie Tankstelle,Hüttwinklstraße 12,5661,Rauris,47.1910187,12.9789365
33559,Shell-Tankstelle  Laugus Silvia,Bundesstr. 149,6642,Stanzach,47.385995,10.561535
33569,Freie Tankstelle,Ausserhalbach 37,3163,Rohrbach,48.025409,15.722101
33570,Tankstelle OBERHOFER,Enzersdorf im Thale,2032,Enzersdorf im Thale,48.585692,16.245024
33576,E. Tschuchnigg ,Nr. 140,8511,St. Stefan,46.928711,15.253208
